event_year,event_month,event_dow,event_hour,event_type,division,apprehension_made,hood_140
2014,September,Sunday,13,Suicide-related,D41,No,9
2015,February,Saturday,20,Overdose,D23,No,61
2015,November,Tuesday,11,Person in Crisis,D51,No,139
2015,April,Saturday,4,Person in Crisis,D23,No,7
2014,May,Sunday,9,Person in Crisis,D12,No,74
2015,August,Thursday,15,Overdose,D12,No,81
2014,January,Monday,2,Suicide-related,D32,Yes,122
2014,June,Saturday,6,Person in Crisis,D33,No,24
2015,April,Wednesday,18,Person in Crisis,D23,Yes,134
2014,August,Tuesday,0,Person in Crisis,D43,Yes,21
2014,February,Thursday,8,Overdose,D51,Yes,106
2014,June,Sunday,13,Overdose,D42,No,101
2015,March,Friday,20,Overdose,D54,Yes,28
2014,March,Thursday,23,Person in Crisis,D33,No,41
2015,August,Friday,23,Person in Crisis,D42,No,59
2014,April,Monday,14,Person in Crisis,D42,No,122
2015,September,Sunday,8,Person in Crisis,D42,No,10
2015,May,Sunday,16,Suicide-related,D54,No,130
2014,April,Friday,10,Overdose,D31,No,121
2014,June,Friday,13,Overdose,D52,No,63
2015,October,Sunday,7,Overdose,D53,No,90
2015,January,Thursday,15,Suicide-related,D23,No,115
2015,December,Saturday,17,Overdose,D12,No,83
2014,February,Thursday,2,Suicide-related,D22,No,95
2015,March,Wednesday,1,Person in Crisis,D13,No,43
2014,September,Wednesday,23,Person in Crisis,D23,No,72
2015,August,Sunday,22,Suicide-related,D51,No,74
2015,April,Thursday,7,Suicide-related,D53,No,135
2014,May,Tuesday,22,Overdose,D53,No,75
2015,October,Wednesday,15,Overdose,D22,No,77
2014,December,Saturday,14,Overdose,D12,Yes,32
2014,February,Wednesday,21,Suicide-related,D53,No,57
2015,June,Wednesday,22,Suicide-related,D41,No,127
2015,June,Sunday,1,Suicide-related,D14,No,82
2014,July,Friday,19,Person in Crisis,D42,No,134
2014,January,Thursday,4,Person in Crisis,D22,Yes,33
2015,April,Friday,0,Person in Crisis,D23,Yes,116
2014,April,Thursday,11,Suicide-related,D14,No,61
2014,April,Saturday,9,Overdose,D42,No,12
2015,June,Monday,17,Suicide-related,D41,Yes,6
2015,September,Tuesday,2,Suicide-related,D13,Yes,79
2015,December,Thursday,6,Suicide-related,D51,Yes,138
2015,October,Wednesday,4,Person in Crisis,D12,No,77
2014,March,Wednesday,9,Overdose,D33,No,80
2014,August,Thursday,18,Overdose,D11,No,55
2015,July,Friday,20,Suicide-related,D41,No,54
2015,November,Sunday,17,Overdose,D31,No,69
2015,July,Monday,6,Suicide-related,D51,No,31
2015,December,Tuesday,13,Person in Crisis,D42,No,40
2014,August,Thursday,1,Suicide-related,D41,Yes,116
2015,December,Friday,13,Suicide-related,D14,No,85
2014,August,Monday,1,Overdose,D41,Yes,36
2015,July,Wednesday,12,Suicide-related,D11,No,45
2014,March,Saturday,12,Person in Crisis,D51,Yes,133
2015,November,Thursday,9,Suicide-related,D11,No,112
2014,December,Friday,6,Overdose,D14,No,72
2014,May,Monday,17,Overdose,D42,No,6
2014,May,Thursday,10,Overdose,D13,No,50
2015,January,Sunday,9,Suicide-related,D12,Yes,127
2014,June,Saturday,16,Person in Crisis,D42,No,64
2014,February,Thursday,19,Overdose,D33,No,53
2015,February,Thursday,20,Suicide-related,D53,No,46
2015,July,Sunday,2,Person in Crisis,D22,Yes,86
2014,December,Monday,0,Overdose,D41,No,132
2015,September,Friday,1,Suicide-related,D55,Yes,70
2015,May,Friday,5,Person in Crisis,D23,No,99
2014,March,Sunday,14,Person in Crisis,D51,No,87
2014,December,Monday,22,Person in Crisis,D22,No,110
2015,January,Tuesday,5,Person in Crisis,D14,No,63
2014,September,Thursday,22,Suicide-related,D13,No,55
2014,May,Tuesday,6,Person in Crisis,D13,No,132
2014,February,Saturday,0,Person in Crisis,D31,No,119
2015,July,Sunday,0,Suicide-related,D33,Yes,140
2015,February,Wednesday,18,Suicide-related,D52,No,12
2015,May,Wednesday,5,Suicide-related,D42,No,84
2015,January,Wednesday,20,Suicide-related,D43,Yes,123
2014,September,Saturday,4,Person in Crisis,D22,No,92
2014,April,Tuesday,21,Person in Crisis,D31,Yes,23
2015,October,Sunday,17,Overdose,D55,Yes,58
2014,February,Thursday,6,Suicide-related,D42,No,112
2015,March,Sunday,23,Suicide-related,D23,No,90
2014,April,Thursday,7,Overdose,D33,No,4
2014,January,Wednesday,5,Overdose,D52,No,125
2015,June,Saturday,9,Person in Crisis,D22,No,34
2015,November,Tuesday,21,Person in Crisis,D52,No,128
2014,January,Saturday,23,Person in Crisis,D23,No,29
2015,October,Saturday,6,Suicide-related,D23,No,88
2015,August,Monday,21,Suicide-related,D14,No,26
2015,August,Monday,13,Person in Crisis,D13,No,43
2014,October,Saturday,22,Overdose,D51,No,21
2015,March,Thursday,17,Overdose,D22,No,96
2014,March,Sunday,17,Suicide-related,D32,Yes,20
2014,August,Friday,19,Person in Crisis,D53,No,139
2014,May,Friday,19,Suicide-related,D13,No,114
2014,August,Sunday,17,Person in Crisis,D55,Yes,11
2015,March,Friday,18,Person in Crisis,D22,No,120
2015,September,Monday,12,Overdose,D52,No,22
2014,June,Tuesday,4,Person in Crisis,D11,No,27
2015,January,Sunday,0,Suicide-related,D41,Yes,19
2015,April,Thursday,20,Suicide-related,D32,No,17
2015,March,Thursday,8,Suicide-related,D43,No,14
2014,March,Sunday,3,Person in Crisis,D55,No,41
2015,April,Friday,0,Person in Crisis,D53,No,119
2014,February,Wednesday,2,Overdose,D52,No,91
2014,December,Tuesday,12,Overdose,D11,No,19
2015,January,Monday,15,Person in Crisis,D32,No,49
2014,September,Thursday,7,Overdose,D13,No,1
2015,November,Sunday,4,Suicide-related,D41,No,8
2015,March,Monday,13,Person in Crisis,D42,No,47
2015,November,Sunday,5,Overdose,D55,No,43
2014,August,Saturday,0,Person in Crisis,D51,No,26
2015,March,Monday,12,Person in Crisis,D42,No,52
2015,July,Saturday,0,Person in Crisis,D54,No,130
2014,September,Saturday,6,Person in Crisis,D53,No,35
2015,April,Thursday,18,Suicide-related,D51,Yes,96
2015,August,Monday,22,Overdose,D41,No,23
2014,December,Thursday,13,Suicide-related,D42,No,9
2015,March,Sunday,7,Suicide-related,D52,Yes,120
2014,July,Monday,11,Suicide-related,D12,No,38
2015,September,Monday,4,Overdose,D32,No,12
2015,September,Saturday,14,Suicide-related,D52,No,2
2015,September,Friday,20,Overdose,D41,No,83
2015,July,Friday,3,Person in Crisis,D13,Yes,124
2015,July,Tuesday,5,Suicide-related,D11,No,77
2015,March,Friday,1,Suicide-related,D22,No,113
2014,February,Friday,3,Person in Crisis,D22,Yes,15
2015,July,Sunday,17,Suicide-related,D22,No,22
2015,February,Thursday,1,Person in Crisis,D53,No,44
2014,January,Saturday,11,Overdose,D31,No,17
2015,May,Monday,21,Overdose,D42,Yes,41
2015,July,Saturday,18,Suicide-related,D52,No,109
2015,April,Saturday,2,Person in Crisis,D53,No,109
2014,March,Sunday,8,Person in Crisis,D11,No,52
2014,May,Friday,13,Overdose,D32,No,88
2014,July,Sunday,5,Suicide-related,D22,No,136
2014,August,Saturday,4,Person in Crisis,D14,No,115
2015,July,Sunday,0,Suicide-related,D53,No,102
2015,February,Saturday,19,Suicide-related,D41,Yes,139
2014,May,Tuesday,10,Overdose,D42,Yes,6
2015,June,Tuesday,4,Person in Crisis,D23,No,26
2014,March,Sunday,22,Suicide-related,D41,Yes,45
2014,October,Wednesday,12,Suicide-related,D41,No,35
2015,March,Saturday,16,Person in Crisis,D52,No,24
2014,April,Tuesday,2,Person in Crisis,D32,Yes,62
2015,May,Tuesday,16,Person in Crisis,D12,No,114
2015,July,Monday,7,Person in Crisis,D52,No,41
2015,April,Friday,20,Suicide-related,D42,Yes,3
2014,February,Friday,14,Suicide-related,D53,No,114
2015,September,Monday,6,Overdose,D51,Yes,18
2015,March,Wednesday,9,Overdose,D32,No,102
2014,August,Wednesday,21,Suicide-related,D31,No,26
2014,October,Saturday,7,Suicide-related,D54,No,26
2014,October,Thursday,4,Suicide-related,D43,No,78
2015,November,Tuesday,7,Suicide-related,D55,No,82
2015,March,Saturday,16,Person in Crisis,D53,No,122
2014,October,Sunday,0,Suicide-related,D52,No,26
2015,June,Saturday,13,Overdose,D53,No,90
2014,March,Thursday,10,Suicide-related,D12,Yes,102
2014,February,Friday,17,Overdose,D13,No,43
2014,April,Friday,11,Suicide-related,D55,No,123
2015,March,Monday,13,Suicide-related,D55,Yes,135
2014,October,Sunday,22,Overdose,D11,No,137
2014,February,Monday,10,Person in Crisis,D53,No,38
2014,April,Saturday,5,Suicide-related,D23,No,28
2014,December,Wednesday,18,Person in Crisis,D54,No,56
2015,November,Monday,22,Person in Crisis,D42,No,70
2014,October,Sunday,10,Suicide-related,D22,No,8
2015,August,Thursday,7,Person in Crisis,D41,No,81
2014,April,Sunday,8,Suicide-related,D12,Yes,3
2015,October,Saturday,23,Overdose,D51,No,112
2015,October,Friday,12,Overdose,D31,No,137
2015,May,Sunday,0,Suicide-related,D54,No,11
2014,October,Tuesday,17,Person in Crisis,D32,No,41
2015,December,Friday,22,Person in Crisis,D51,No,26
2015,May,Thursday,22,Suicide-related,D31,No,108
2015,November,Monday,23,Suicide-related,D51,No,22
2014,April,Monday,1,Suicide-related,D31,Yes,60
2014,November,Saturday,4,Person in Crisis,D52,No,97
2014,June,Saturday,19,Person in Crisis,D55,Yes,42
2015,February,Monday,5,Suicide-related,D53,No,25
2014,April,Saturday,7,Person in Crisis,D54,Yes,61
2015,September,Friday,18,Overdose,D22,Yes,75
2014,July,Saturday,9,Overdose,D55,No,53
2015,September,Sunday,18,Overdose,D14,No,5
2015,June,Wednesday,12,Person in Crisis,D53,No,7
2014,November,Thursday,13,Overdose,D43,No,66
2014,August,Saturday,0,Overdose,D12,No,90
2015,August,Friday,4,Person in Crisis,D53,No,134
2014,April,Friday,1,Overdose,D31,No,7
2015,September,Sunday,9,Person in Crisis,D22,No,107
2014,September,Monday,23,Person in Crisis,D51,No,30
2014,May,Friday,7,Overdose,D22,No,25
2014,January,Saturday,23,Person in Crisis,D23,No,137
2014,August,Monday,9,Suicide-related,D22,No,129
2014,February,Monday,3,Person in Crisis,D42,Yes,24
2014,September,Monday,3,Person in Crisis,D23,No,51
2015,January,Saturday,23,Suicide-related,D51,No,25
2014,March,Friday,23,Overdose,D55,No,134
2014,May,Wednesday,7,Overdose,D55,No,20
2015,February,Friday,1,Person in Crisis,D13,No,17
2014,June,Tuesday,14,Person in Crisis,D32,No,90
2014,August,Thursday,21,Person in Crisis,D43,No,54
2015,April,Saturday,16,Suicide-related,D51,No,135
2014,May,Sunday,23,Overdose,D54,Yes,15
2015,January,Saturday,11,Person in Crisis,D22,No,17
2014,January,Wednesday,8,Suicide-related,D52,Yes,130
2015,October,Monday,13,Suicide-related,D54,No,71
2015,August,Monday,6,Suicide-related,D41,No,73
2015,May,Thursday,19,Overdose,D31,No,97
2014,April,Monday,1,Overdose,D42,No,61
2015,March,Sunday,2,Person in Crisis,D23,No,140
2015,February,Sunday,18,Overdose,D32,No,42
2015,January,Thursday,21,Overdose,D14,Yes,2
2014,January,Monday,11,Suicide-related,D52,No,129
2014,November,Wednesday,18,Person in Crisis,D12,No,128
2015,April,Wednesday,2,Overdose,D11,No,81
2014,September,Friday,5,Suicide-related,D42,No,140
2014,July,Monday,7,Suicide-related,D14,No,41
2014,March,Sunday,4,Overdose,D41,No,66
2015,May,Wednesday,19,Suicide-related,D43,No,128
2015,June,Saturday,3,Person in Crisis,D52,Yes,10
2014,January,Tuesday,7,Overdose,D54,No,49
2014,December,Friday,1,Overdose,D13,Yes,71
2015,August,Wednesday,15,Overdose,D41,No,72
2015,November,Tuesday,14,Overdose,D33,Yes,79
2014,September,Monday,16,Overdose,D41,No,63
2014,February,Wednesday,16,Person in Crisis,D11,Yes,6
2014,June,Thursday,2,Overdose,D14,No,60
2015,December,Monday,14,Overdose,D31,Yes,82
2015,November,Saturday,6,Suicide-related,D55,No,25
2015,November,Friday,9,Person in Crisis,D43,Yes,109
2015,March,Tuesday,22,Overdose,D42,No,72
2014,January,Sunday,6,Person in Crisis,D54,No,65
2014,March,Saturday,8,Overdose,D53,No,4
2015,May,Monday,17,Suicide-related,D54,No,111
2015,March,Saturday,23,Suicide-related,D13,No,44
2014,July,Sunday,11,Suicide-related,D32,No,55
2015,May,Monday,1,Overdose,D31,Yes,110
2014,January,Wednesday,9,Suicide-related,D23,Yes,120
2014,December,Wednesday,15,Person in Crisis,D52,No,68
2014,October,Sunday,2,Person in Crisis,D33,Yes,135
2015,September,Tuesday,10,Overdose,D52,Yes,27
2015,June,Sunday,20,Suicide-related,D54,No,13
2015,January,Sunday,13,Person in Crisis,D43,No,121
2015,December,Thursday,17,Suicide-related,D22,Yes,30
2015,July,Saturday,19,Overdose,D14,No,126
2014,February,Tuesday,6,Person in Crisis,D52,No,51
2014,September,Tuesday,22,Overdose,D41,No,131
2015,November,Friday,9,Person in Crisis,D43,Yes,3
2014,December,Thursday,23,Suicide-related,D31,No,110
2014,August,Sunday,10,Overdose,D55,No,69
2015,January,Friday,1,Suicide-related,D32,Yes,4
2014,November,Sunday,16,Person in Crisis,D33,No,52
2015,September,Saturday,6,Person in Crisis,D42,Yes,139
2015,February,Saturday,12,Suicide-related,D51,No,102
2014,March,Saturday,4,Person in Crisis,D11,Yes,95
2015,February,Monday,2,Person in Crisis,D33,No,9
2014,November,Sunday,5,Suicide-related,D52,No,89
2015,October,Thursday,23,Overdose,D53,No,44
2015,November,Friday,23,Suicide-related,D14,No,113
2014,January,Tuesday,10,Overdose,D43,No,55
2015,April,Wednesday,18,Suicide-related,D23,Yes,80
2015,October,Saturday,12,Person in Crisis,D33,No,117
2015,October,Thursday,14,Overdose,D13,No,5
2014,September,Friday,22,Overdose,D32,No,127
2014,January,Monday,19,Person in Crisis,D13,No,31
2015,November,Thursday,12,Person in Crisis,D14,No,103
2015,July,Thursday,18,Suicide-related,D42,No,130
2015,March,Tuesday,19,Person in Crisis,D23,No,111
2014,September,Wednesday,18,Suicide-related,D53,No,116
2014,June,Thursday,19,Overdose,D13,No,2
2015,January,Monday,10,Overdose,D22,Yes,92
2014,November,Sunday,22,Person in Crisis,D22,No,130
2014,January,Wednesday,13,Suicide-related,D32,No,33
2014,August,Wednesday,23,Overdose,D54,Yes,48
2015,March,Friday,19,Person in Crisis,D13,No,16
2014,April,Monday,7,Suicide-related,D54,No,106
2015,March,Wednesday,5,Person in Crisis,D12,Yes,93
2015,September,Saturday,9,Overdose,D42,No,11
2014,May,Sunday,1,Person in Crisis,D13,No,22
2015,June,Thursday,5,Person in Crisis,D41,Yes,108
2015,July,Monday,20,Person in Crisis,D43,No,81
2015,January,Friday,12,Person in Crisis,D53,No,28
2014,August,Tuesday,11,Overdose,D14,Yes,21
2014,March,Friday,11,Suicide-related,D11,No,25
2015,October,Friday,12,Overdose,D23,No,18
2015,May,Friday,8,Overdose,D22,No,134
2015,June,Sunday,23,Suicide-related,D52,No,92
2015,October,Saturday,10,Suicide-related,D31,No,138
2014,September,Sunday,1,Person in Crisis,D54,No,86
2014,June,Sunday,4,Suicide-related,D53,No,12
2014,May,Thursday,15,Suicide-related,D43,No,27
2015,October,Saturday,20,Person in Crisis,D32,No,18
2014,April,Saturday,9,Suicide-related,D33,No,120
2015,February,Thursday,12,Overdose,D52,Yes,59
2015,April,Sunday,14,Suicide-related,D33,No,8
2014,April,Tuesday,6,Suicide-related,D52,No,99
2014,May,Wednesday,1,Suicide-related,D22,No,108
2014,August,Tuesday,3,Person in Crisis,D14,No,105
2015,February,Sunday,15,Suicide-related,D42,No,83
2014,July,Thursday,19,Overdose,D22,No,95
2014,November,Saturday,2,Overdose,D13,Yes,136
2014,June,Wednesday,16,Overdose,D41,No,136
2014,October,Monday,5,Overdose,D51,Yes,26
2015,July,Tuesday,21,Person in Crisis,D52,No,7
2014,December,Thursday,3,Person in Crisis,D14,No,10
2014,May,Monday,7,Suicide-related,D23,No,71
2014,March,Saturday,9,Suicide-related,D14,No,114
2014,November,Tuesday,0,Suicide-related,D31,No,89
2015,February,Sunday,5,Overdose,D14,Yes,45
2014,April,Tuesday,14,Suicide-related,D22,No,46
2014,October,Saturday,16,Overdose,D32,No,33
2014,August,Sunday,16,Overdose,D41,No,40
2015,August,Saturday,14,Suicide-related,D32,Yes,100
2015,February,Sunday,20,Suicide-related,D14,No,110
2015,July,Sunday,16,Suicide-related,D12,Yes,95
2015,November,Monday,3,Suicide-related,D23,No,111
2014,January,Wednesday,2,Suicide-related,D53,No,75
2015,January,Tuesday,18,Suicide-related,D14,No,24
2014,April,Wednesday,2,Person in Crisis,D12,No,68
2014,November,Thursday,0,Person in Crisis,D12,Yes,74
2015,April,Tuesday,10,Overdose,D41,No,103
2015,November,Tuesday,8,Person in Crisis,D51,No,65
2015,February,Tuesday,1,Overdose,D53,No,102
2015,February,Saturday,20,Suicide-related,D23,No,21
2014,July,Tuesday,0,Person in Crisis,D43,No,84
2014,August,Sunday,0,Person in Crisis,D43,No,37
2014,October,Wednesday,22,Person in Crisis,D13,Yes,88
2015,October,Friday,0,Person in Crisis,D33,No,90
2015,August,Thursday,16,Person in Crisis,D12,No,109
2014,March,Wednesday,12,Suicide-related,D41,No,33
2015,November,Sunday,16,Overdose,D14,No,131
2015,October,Thursday,17,Overdose,D14,No,56
2015,April,Thursday,10,Suicide-related,D33,Yes,131
2014,April,Sunday,20,Suicide-related,D55,No,137
2014,August,Wednesday,10,Person in Crisis,D12,No,8
2014,October,Thursday,21,Suicide-related,D53,No,63
2014,January,Tuesday,12,Overdose,D55,No,117
2014,October,Friday,2,Suicide-related,D41,No,22
2015,August,Saturday,6,Suicide-related,D12,Yes,19
2015,November,Sunday,20,Overdose,D42,No,133
2014,October,Sunday,13,Person in Crisis,D51,Yes,95
2015,June,Friday,21,Suicide-related,D32,Yes,6
2014,May,Monday,17,Overdose,D32,No,107
2015,April,Tuesday,7,Overdose,D53,No,123
2015,July,Thursday,2,Overdose,D54,No,98
2014,July,Friday,20,Overdose,D51,No,42
2015,November,Monday,21,Overdose,D12,No,3
2014,August,Saturday,9,Overdose,D55,No,88
2015,July,Wednesday,4,Person in Crisis,D22,No,84
2015,June,Friday,21,Overdose,D54,No,93
2014,September,Thursday,20,Person in Crisis,D13,No,90
2014,June,Friday,0,Suicide-related,D41,Yes,136
2015,December,Monday,16,Suicide-related,D22,No,9
2014,February,Friday,14,Person in Crisis,D11,No,38
2014,March,Tuesday,11,Suicide-related,D51,No,115
2014,September,Saturday,10,Overdose,D14,Yes,1
2014,March,Wednesday,3,Overdose,D22,No,80
2014,June,Wednesday,5,Suicide-related,D43,No,2
2014,September,Friday,12,Overdose,D23,Yes,34
2014,September,Thursday,12,Suicide-related,D43,No,28
2014,July,Wednesday,22,Suicide-related,D31,No,73
2014,February,Wednesday,11,Overdose,D51,No,84
2015,March,Saturday,18,Person in Crisis,D13,Yes,125
2014,April,Tuesday,18,Overdose,D22,Yes,132
2015,August,Friday,4,Suicide-related,D13,No,17
2014,October,Monday,12,Overdose,D33,No,84
2014,June,Sunday,0,Person in Crisis,D52,No,134
2014,February,Saturday,13,Suicide-related,D52,No,76
2015,October,Friday,16,Overdose,D14,No,12
2014,September,Tuesday,1,Person in Crisis,D54,No,32
2015,August,Saturday,11,Overdose,D22,No,12
2015,September,Wednesday,11,Overdose,D52,No,17
2015,September,Sunday,10,Person in Crisis,D55,No,126
2014,July,Friday,6,Person in Crisis,D52,Yes,135
2015,March,Saturday,20,Person in Crisis,D11,Yes,16
2014,March,Monday,21,Person in Crisis,D11,Yes,118
2015,November,Tuesday,7,Suicide-related,D43,No,106
2015,February,Sunday,13,Person in Crisis,D32,Yes,19
2015,October,Monday,0,Person in Crisis,D43,Yes,21
2015,January,Thursday,19,Overdose,D54,Yes,102
2014,March,Thursday,12,Person in Crisis,D22,No,40
2015,April,Wednesday,14,Person in Crisis,D32,No,70
2014,May,Saturday,19,Overdose,D33,No,66
2015,December,Tuesday,5,Suicide-related,D42,No,31
2014,June,Tuesday,23,Overdose,D52,No,13
2014,May,Sunday,12,Person in Crisis,D22,No,42
2014,May,Thursday,22,Suicide-related,D14,No,100
2015,December,Friday,16,Person in Crisis,D52,No,8
2014,February,Sunday,17,Suicide-related,D33,Yes,65
2015,May,Thursday,3,Overdose,D14,Yes,37
2015,December,Tuesday,4,Suicide-related,D54,Yes,30
2015,November,Friday,10,Overdose,D42,No,25
2015,November,Monday,2,Person in Crisis,D41,No,86
2015,May,Friday,7,Person in Crisis,D52,No,79
2015,February,Wednesday,11,Suicide-related,D23,Yes,103
2014,August,Sunday,2,Overdose,D32,No,125
2014,April,Thursday,3,Overdose,D32,No,111
2015,October,Monday,3,Person in Crisis,D12,Yes,125
2015,May,Thursday,22,Suicide-related,D32,No,95
2014,October,Monday,6,Person in Crisis,D11,No,99
2015,August,Tuesday,2,Overdose,D11,Yes,21
2014,June,Thursday,20,Suicide-related,D13,No,52
2015,February,Friday,23,Person in Crisis,D12,Yes,118
2014,August,Saturday,8,Person in Crisis,D32,No,80
2015,June,Tuesday,23,Overdose,D53,Yes,53
2015,January,Wednesday,23,Overdose,D43,Yes,4
2015,March,Tuesday,10,Suicide-related,D31,No,81
2014,March,Wednesday,12,Overdose,D42,No,81
2015,February,Saturday,1,Person in Crisis,D12,No,137
2015,January,Monday,12,Suicide-related,D55,No,36
2014,October,Monday,8,Suicide-related,D43,Yes,86
2014,August,Thursday,13,Person in Crisis,D11,No,16
2015,November,Sunday,19,Person in Crisis,D42,Yes,100
2015,February,Thursday,21,Suicide-related,D12,No,126
